item_id,name,unit,rate,category_id
109,"ESTIMATE PADS (SMALL)",PCS,50,1
110,"OIL KANASTAR 18 LTR",TIN,2200,1
111,"PLASTIC BALTI",PCS,225,1
112,"FRUIT BOWL",NOS,58.33,1
113,"GARAM MASALA POWDER",NOS,82,3
114,"ESPRESSO COFFEE (PURCHASE)",CUPS,18,1
115,GHEE,CANE,2380,1
116,"DISPOSIBLE TEA GLASS",PCS,2,1
117,"GOLA KABAB",KGS,270,1
118,GURH,KGS,70,1
119,"CHATNI (GREEN)",KGS,0,1
120,"HALDI POWDER",KGS,160,3
121,"ICE CREAM SCICILIAN",LITER,165,1
122,"ROSTEDE ALMOND ICE CREAM",NOS,160,1
123,IMLI,KGS,86,3
124,"JHARO (GROOM)",PCS,50,1
125,"JAIFAL & JAWATRI",KGS,2350,3
126,"JELLY POWDER",PK,283.75,1
127,PRAWN-MEDIUM,KGS,475,1
128,JUNA,NOS,11,1
129,"LOBIA (WHITE)",KGS,146,1
130,KAJOO,KGS,1750,1
131,KALONGI,KGS,190,1
132,"KETCHUP (EMPTY BOTTLE)",NOS,35,1
133,"SADA KEWRA",BOTT,20,1
134,KHOBANI,KGS,240,1
135,"KHOYA LASSA",KGS,360,1
136,"KHOYA DANA",KGS,750,3
137,KISHMISH,KGS,260,1
138,"QULCHA - KGS",KGS,440,1
139,"QULCHA PCS",NO,22,1
140,LONG,KGS,1300.72,3
141,MEDA,BAG,2115,1
142,"MEETHA SODA",KGS,40,1
143,"METHI DANA",KGS,10,3
144,"CHICKEN (CHARGHA WHOLE)",KGS,0,34
145,"BUTTER BIG 500-G",NOS,207,1
146,"MUTTON PAYE",DZN,0,1
147,PAN,PCS,5.5,1
148,"VIP PAN",KGS,8,1
149,"PAYA MASALA",NOS,50,3
150,PHALI,KGS,45,1
151,PINEAPPLE,TIN,75,1
152,PISTA,KGS,1490,1
153,"PODINA POWDER",KGS,0,3
154,"QASOORI METHI",KGS,100,3
155,"CRUNCH KULFI (FALOODA)",PCS,23,1
156,"RAISHMI KABAB",KGS,120,1
157,RASMALAI,PCS,35,1
160,"ROOH AFZA",BOTT,252.5,1
161,"ROTI MILKY (KGS) (M)",KGS,210,1
162,"BATAIR SPL WHITE KARAHI (F)",PLATE,850,16
163,SONF,KGS,180,1
164,"SEEKH KABAB",KGS,100,1
166,SOYA,NOS,5,1
167,SUGAR,BAG,2560,1
168,SUJI,KGS,40,1
169,"SUJI HALWA",KGS,100,1
171,"TAIZ PATA (PATTAY)",KGS,220,3
172,"TANDOOR LIVE",NOS,5500,1
173,"TAPAL TEA",NOS,50,1
174,"TATRI (CITRIC ACID)",KGS,160,3
175,TAURI,KGS,25,1
176,TINDA,KGS,52,1
177,"VINEGAR (5-LTR)",CANE,110,1
178,"VISITING CARDS",PCS,2,1
179,"WATER MELON",KGS,0,1
180,WHEAT,KGS,38,1
181,"ZAFRAN (SAFFRON)",NOS,80,3
182,"ZARDA/ZAFRANI RANG",KGS,136.4,3
183,"ZEERA (BLACK)",KGS,414.3,3
184,"ZEERA (WHITE)",KGS,560,3
185,"ZEERA POWDER (PKT)",NOS,50,3
186,MILK,KGS,200,1
187,CURD.,KG,280,1
188,"CHICKEN POWDER",NOS,50,1
189,ENVALOPES,PCS,2,1
190,SPOON,NOS,75,2
191,TURAI,KGS,20,1
192,SARDA,KGS,0,1
193,"DATE (KHAJOR)",KGS,271,1
194,STATIONARY,NOS,0,1
195,"MENU CARD",PCS,0,2
196,"ELECTRIC BOARD",KGS,200,1
199,"FRESH CREAM (1000-ML)",NOS,310,1
200,"PLAIN SHOPPER",KGS,450,2
201,"CHAPLI KABAB",KGS,360,1
202,"SALT LAHORI",PK,18,3
203,EGG,NOS,6.5,4
204,"SOYA SAUCE (5.5 KG)",NOS,440,1
205,"GARLIC FRIED",KG,490,1
206,"TOMATO KETCHUP",PK,535,1
207,"KARAHI MASALA",PK,372,3
208,"TOMATO (GREEN)",KGS,50,1
209,"ORANGE (MOSME)",DZN,110,1
210,"TAWLAK STORE",KGS,0,1
211,STRAWBERRY,NOS,120,1
212,"STOW & CYLENDER SET",NOS,1,1
213,"HARD DRIVE",NOS,7200,1
214,"WONTON (SAMOSA)",NOS,6,4
215,"SALAD/ SPRING ROLL",NOS,640,4
216,"AALO BUKHARA (FRESH)",KGS,350,1
217,"FISH TIKKA",KGS,0,1
218,"BEEF SHASHLICK",KGS,0,1
219,"TUNER REFIL",NOS,250,1
220,"MUTTON QEEMA",KGS,0,1
221,"MUTTON CHANP",KGS,0,1
222,KALEJI,NOS,100,1
223,"HD MIX",KGS,215,1
224,"ENERGY SAVER 400W",NOS,950,1
225,"RAWAY MEDAY KA PARATHA",NOS,0,10
226,ALOCHA,CTN,0,1
227,"ANGOOR (GRAPES)",KGS,100,1
228,"BUKDA (FISH)",NOS,400,1
229,AROO,KGS,130,1
230,"ADJESMENT A/C",CTN,0,1
231,"ESTIMATE PADS (LARGE)",PCS,80,1
232,"SHEERMAL PARSAL SHOPER",PCS,0,1
233,"GULAB JAMAN",KGS,140,1
234,"COUNTER PRINT STEEL PLATE",NOS,140,1
235,"KALA NAMAK",NOS,40,1
236,"PRINTER DRUM",NOS,450,1
237,ANAR,KGS,240,1
238,"GARLIC POWDER ( PACK)",NOS,610,1
240,"QENCHI (BIG)",NOS,500,1
243,"TEA COLOR",KGS,250,1
244,"BOUNTY ICE CREAM",PACK,1000,1
245,"MURGH CHOLAY MASALA",NOS,45,1
246,SWITCH,NOS,25,1
248,"CORDS & CABLES",NOS,100,1
249,"SWEET CORN",KGS,120,1
250,"DAHI PHULQI",KGS,200,1
251,PAPAY,PKT,40,1
252,"PAKORA MIX",KGS,232,1
253,"PANASONIC MACHINE (F.P.S)",NOS,22000,1
254,"RABRI (PLAIN)",KGS,380,4
255,"RABRI (PISTA)",KGS.,0,4
256,"SAMOSA QEEMA",NOS,6,4
257,JALEBI,KGS,330,4
258,PURI,KGS,8,1
259,"SAMOSA ALOO",NOS,10,4
260,"KACHORI (TERKARI)",PCS,8,1
261,"FISH- SAARAM FINGER",KGS,370,1
262,"COCKTAIL 800G",TIN,113,1
263,ROLL,DZN,208.6,1
264,"CHUM CHUM",KGS,140,1
265,"ATTENDANCE CARDS",PCS,2.5,1
266,"VANILLA ESSENCE",NOS,60,1
267,"MOUSE PAD",NOS,140,1
268,"BAIT SAMOSA",PCS,0,4
269,"PINEAPPLE RUSGULLA",PCS,0,1
270,"T-SHIRT (NAVY POLO)",NOS,200,1
271,"COFFEE ICE CREAM",PCS,1000,1
272,"BALL PEN",PCS,7,4
274,"CHICKEN BIRYANI (SMALL)",PLATE,120,22
275,"CHICKEN BIRYANI (LARGE)",PLATE,220,22
276,"CHICKEN BIRYANI",PLATE,250,22
277,"CHICKEN BIRYANI F/P BUCKET 5 KG",BUCKET,90,22
278,"CHICKEN BIRYANI F/P BUCKET 2.5 KG",BUCKET,70,22
282,"CHICKEN BROAST (Q)",PLATE,150,28
284,"CHICKEN BROAST (F)",PLATE,600,28
285,"CHICKEN BURGER",PLATE,100,28
286,"CHICKEN CHEESE BURGER",PLATE,120,28
287,"BEEF BURGER",PLATE,0,28
288,"BEEF CHEESE BURGER",PLATE,0,28
289,"ZINGER BURGER",PLATE,140,28
290,"CLUB SANDWICH",PLATE,120,28
291,"CHICKEN SANDWICH",PLATE,110,28
293,"FRENCH FRIES",PLATE,60,28
294,"SINGAPUREAN RICE KOFTI (SMALL)",PLATE,0,22
295,"FISH FINGER MS 250GM",PLATE,150,33
296,BUN,NOS,15,28
297,"ZINGER CHEESE BURGER",NOS,150,28
298,"CHICKEN AFGHANI BOTI",PLATE,0,8
299,DELIVERY,P-D,0,8
301,"SINGAPUREAN RICE FAMILY PACK (LARGE)",PLATE,0,22
302,"CHICKEN CORN SOUP",NOS,80,14
303,"BEEF BURGER P/ST",PLATE,0,28
307,"CHICKEN BOTI (BONE LESS)",PLATE,0,8
309,"CHICKEN FRIED RICE",PLATE,0,14
310,"CHICKEN SHASHILCK",PLATE,220,14
311,"CH SHASHILK WITH RICE",PLATE,0,14
313,"CHICKEN CHOWMIN",PLATE,240,14
314,"CHICKEN MANCHORIN",PLATE,250,14
315,"BBQ SANDWICH",PLATE,160,28
316,"FISH GRILL BBQ(250 GM)",PLATE,0,8
317,SALAD,PLATE,40,11
318,"SINGAPUREAN RICE KOFTI (LARGE)",PLATE,0,12
319,CUSTRUD,PLATE,50,11
320,"ICE CREAM 1 LTR",NOS,240,30
321,"CHICKEN MALAI TIKKA",PLATE,0,8
323,"CHICKEN PEACE",PEACE,0,8
324,"FISH TIKKA (250GM)",PLATE,0,8
325,"PARATHA PURI",PLATE,35,8
326,RAITA,PLATE,40,11
327,BAVERAGES,NOS,25,12
328,"MINRAL WATER LARGE",NOS,252,12
329,"SOFT DRINK NR",NOS,30,12
330,"MINRAL WATER SMALL",NOS,25,12
332,"SOFT DRINK 2.25 LTR",NOS,100,12
333,"SOFT DRINK 1.5 LTR",NOS,80,12
334,"ROTI (REGULAR)",PLATE,9,10
336,"CHICKEN MALAI KOFTA (DOUBLE)",PLATE,120,16
337,"ROGHNI NAN",NOS,24,10
338,"LAHORI NAN (TIL WALA)",PLATE,12,10
339,SHEERMAL,NOS,28,10
341,"CH BAHARI TIKKA BOTI",PLATE,0,8
342,"BASANI PARATHA",PLATE,30,10
343,"HOT SPOT ZINGER SANDWICH",PLATE,180,28
344,"CH MAYO CHEESE ROLL",NOS,90,29
345,"EXTRA SOUCE",PLATE,0,8
347,"SINGAPUREAN RICE KOFTI FAMILY PACK (LARGE)",PLATE,0,11
348,"AL-HAAJ AKH SPL ICE FALUDA",NOS,100,30
349,"RASHIAN SALAD",PLATE,90,11
350,"CH MALAI BOTI BONELESS",PLATE,0,8
354,"DEAL 1",PLATE,210,13
355,"DEAL 2",PLATE,230,13
356,"DEAL 3",PLATE,460,13
357,"DEAL 4",PLATE,560,13
358,"DEAL 5",PLATE,640,13
359,"DEAL 6",PLATE,400,13
360,"DEAL 7",PLATE,1040,13
361,"DEAL 8",PLATE,1160,13
362,"DEAL 9",PLATE,310,13
363,"DEAL 10",PLATE,390,13
364,"DEAL 11",PLATE,500,13
365,"DEAL 12",PLATE,410,13
366,"DEAL 13",PLATE,850,13
367,"DEAL 14",PLATE,120,13
368,"DEAL 15",PLATE,170,13
369,"DEAL 16",PLATE,350,13
370,"DEAL 17",PLATE,480,13
371,"DEAL 18",PLATE,950,13
372,"DEAL 19",PLATE,300,13
373,"DEAL 20",PLATE,180,13
374,"DEAL 21",PLATE,160,13
375,"DEAL 22",PLATE,120,13
379,"CH HOT & SOUR SOUP",PLATE,90,14
380,"LADDO MOTICHOOR",KG,0,1
381,"BEEF BOTI CHATNI ROLL",NOS,0,29
387,"CH BEHARI CHATNI ROLL",NOS,90,29
390,"CH CHATNI ROLL",NOS,80,29
396,"CH MALAI GM ROLL",NOS,100,29
398,"BLACK COFFEE",CUP,60,19
403,"CH SPICY MAYO ROLL",NOS,100,29
404,"ESPRESSO COFFEE",CUP,70,19
405,"RABBAR BAND",KGS,520,2
406,"TOOTH PICK (PKT)",PKT,50,1
407,"BUTTER PAPER",NOS,1050,1
408,"MC-25 (SALAN BOWL)",NOS,3.5,1
409,"ROUGH PAD (NOS)",NOS,35,1
410,"MEHFOOZ BREAD",PCS,132,6
411,SANDWICH,PCS,0,6
412,"CHILLI GARLIC",PK,925,1
413,"CHICKEN PANJA",DZN,0,1
414,"BURGER BUN",PCS,32,6
415,"POTATO (FF)",KGS,35,4
416,"KARI PATTA",NOS,5,1
417,"T-SHIRT (LEVIS POLO)",NOS,325,1
418,"CHICKEN (COUNTER)",KGS,0,34
419,"LAL HARA MURABBA",KGS,130,1
420,"AIR FILTER",NOS,150,1
421,"SAFI IN KGS",KGS,85,1
422,"STICKER TAPE",PCS,60,1
423,"ZEERA KALI MIRCH POWDER",KGS,380,3
424,"ZAFRANI KEWRA",BOTT,25,1
425,"CH KABAB GRILL MASALA KARAHI (F)",PLATE,650,16
426,"PHENTO (MIXER)",PCS,0,1
427,WIPER,PCS,220,1
428,"PODAY KE MITTI",NOS,1100,1
429,"CHANA POWDER",KGS,107.368,1
430,"SALAD BAR COLD 12",NO,1800,2
431,"POWER FILTER",NOS,700,1
432,"FRY ONION (BROWN)",PACK,75,1
433,"ICE CREAM POWDER",PK,74.58,1
434,"PASTA / MECKRONI",PK,64,1
435,"PASAO TOKRI",PCS,100,1
436,"FRENCH FRIES (PURCHASE)",PCS,45,1
437,"VINEGAR (315-ML)",BOTT,38,1
438,POCHA,PCS,200,1
439,ELBOW,PCS,0,1
440,INJECTOR,PCS,200,1
441,REGISTER,PCS,45,1
442,"CARBON PAPER",PCS,2,1
443,"RICE (KHEER)",KGS,0,5
444,"KARAI TALAI",KGS,160,1
445,"DISPOSIBLE SPOON (S)",NOS,0.4,1
446,"QALA QUND",KGS,300,1
447,NULLI,KGS,0,1
448,WARAITY,KGS,120,1
449,"GRILL (BBQ)",NOS,200,1
450,"ROTI TOKRY (CHALI)",PCS,30,1
451,"SECURITY GARD CAP & BADGES",NOS,0,1
452,"UPS BATTERY",NOS,9000,1
453,"PLASTIC KI TOKRI",NOS,58.33,1
454,"UNDER WATER LIGHT",NOS,300,1
455,YEAST,KGS,505,1
456,"GARAM MASALA (NATIONAL)",NOS,77,3
457,"SMALL DHAKKAN STEEL",PCS,0,1
458,"BIG DHAKKAN STEEL",PCS,0,1
459,KARAHI,KGS,250,1
460,RAYTEE,PCS,0,1
461,"KUFGEER (2.50-FT)",PCS,250,1
462,"LAKRI KARAHI WALY",PCS,0,1
463,"CHICKEN TOKRI",PCS,0,1
464,"SHEERMAL IN KG",KG,390,1
465,"SHEERMAL IN PCS",PCS,25,1
466,"TAFTTAN IN PCS (M)",NO,25,1
467,"ROTI MILKY (PCS) (M)",NO,20,1
468,"PLAIN ROTI IN PCS",PCS,8,1
469,"MEDA IN KGS",KGS,0,1
470,"PLAIN ROTI (KGS)",KGS,42,1
471,"SURF SACHET 80-G",PCS,9.44,1
472,CASTIC,KGS,100,1
473,"AALO BUKHARY KI CHUTNI",KGS,150,1
474,"STAPLES PINS",PKT,17.5,1
475,"PRINTED SHOPPER (16 X 22) 10-KGS",PCS,0,2
476,"PRINTED SHOPPER (15 X 19) 5-KGS",PCS,0,2
477,"PRINTED SHOPPER (13 X 16) 2-KGS",PCS,0,2
478,T-SHIRT,PCS,0,1
479,CAP,PCS,100,1
480,"BAJRA (MILLET)",KGS,0,1
481,"PRINTED SHOPPER (10 X 12) 1-KG",PCS,0,2
482,"CYLENDER LPG GAS",KGS,150,1
483,"CHICKEN BIRYANI",KGS,0,1
484,"MUSTERD POWDER",NOS,35,1
485,"DEEP FREZER (PEPSI)",NOS,0,1
486,"TOOTH BRUSH",NOS,30,1
487,SABUN,NOS,9.5,1
488,"SCOTCH BRIGHT",NOS,13.33,1
489,"FISH MASALA",NOS,50,1
490,"SEEKH KABAB MASALA 100-G",NOS,50,1
491,"TIKKA MASALA DOUBLE",NOS,75,1
492,SPAGETI,PK,60,1
493,"FRESH CREAM (200-ML)",KG,64.83,1
494,"SHEZAN KETCHUP 4-KGS",CANE,308,1
495,"QORMA MASALA 50-G",NOS,50,1
496,"VIM POWDER",NOS,34,1
497,"ENGINE OIL",NOS,1230,1
498,"SALT (NATIONAL)",PK,350,1
499,"KISHMISH (0.5-KG PKT)",NOS,152.5,1
500,"SOUP SET",NOS,450,1
501,"DISPOSIBLE JUICE/FALOODA GLASS",PCS,2.6,1
502,CUP,NOS,5.25,1
503,"COLD DRINK REGULAR",NOS,446,1
504,"COLD DRINK 1.5 LTR",NOS,67,1
505,"COLD DRINK JUMBO",NOS,91.5,1
506,"CONTAINER HALF",NOS,11.25,1
507,"MINRAL WATER (SMALL)",NOS,0,1
508,"MINRAL WATER LARGE (PUR)",NOS,252,1
509,"CONTAINER FULL",NOS,12.5,1
510,"HD: SIZE (8 X 10)",KGS,200,1
511,GLASS,NOS,25,1
512,"PLASTIC (BIG)",NOS,0,1
513,"HP/DP SAUCE (5.5 KGS)",NOS,1200,1
514,"HAND GLOVES",NOS,140,1
515,"OLPER MILK PACK (1.5 LTR)",PACK,84.916,1
516,"SHEZAN KETCHUP 10-G",NOS,1.1083,1
517,"FALOODA GLASS",NOS,75,1
518,PUNNI,KGS,225,1
519,"CHAT MASALA (NATIONAL)",NOS,55,3
520,"DAAL MASH",KGS,120,1
521,"GARLIC SACHET 10-G",PCS,1.166,1
522,"KHASH KHASH",KGS,110,1
523,"AATA (LAL)",KGS,35,1
524,"KUCHARY POWDER",KGS,340,1
525,"RED CHILLIES (SABUT)",KGS,150,1
526,"STAMP PAD",NOS,30,1
527,"PADISTAL FAN 24''",NOS,3200,1
528,"BREAD CRUM",KG,280,1
529,BONDI,KGS,266.66,1
530,JAIYFAL,KGS,1000.71,1
531,"QORMA MASALA",KGS,2350,1
532,"BADYAN PHOOL",KGS,400,1
533,"SAWAINYA (COLOUR) 400-G",NOS,30,1
534,"THAAL STEEL (FOR KHEER)",NOS,95,31
535,"DHAKKAN SILVER SMALL & BIG",NOS,240,31
536,"SPOON (SALAN WALY)",NOS,225,1
537,"KUFGEER (SMALL STEEL)",NOS,0,1
538,"PIYALI STEEL (SMALL)",NOS,0,1
539,"LAKRAY K HATHORAY",NOS,0,1
540,"CHUMTA (STEEL)",NOS,80,1
541,"STEEL DORI",NOS,400,1
542,"PASAO/DORAY KA DANDA",NOS,150,1
543,"AATAY KI CHUNNE",NOS,0,1
544,"KUFGEER (BIG STEEL)",NOS,800,1
545,"(LOHA) IRON KUFGEER",NOS,0,1
546,"SMALL CHUNNY DORI WALY",NOS,0,1
547,"SILVER BHAGONAY",NOS,0,1
548,"STEEL JUG (JUICER)",NOS,200,1
549,"STEEM JALI",NOS,0,1
550,"CHULL (TANDOOR WALY)",NOS,0,1
551,"BIG STEEL TUB",NOS,0,1
552,"PLASTIC BRUSH",NOS,55,1
553,"HOT POT",NOS,500,1
554,BLADE,NOS,15,1
555,"CHURI (KNIFE)",NOS,60,1
556,"(IRON) LOHAY KE KARAHI",KGS,150,1
557,"SHOPPER RAKHNY KA FERMA",NOS,0,1
558,"MAX POWDER",NOS,45,1
559,"STICKER BOARD",NOS,0,1
560,"BBQ SAUCE (5.5 KGS)",NOS,1265,1
561,"BEEF MASALA (BBQ)",KGS,0,1
562,"CHICKEN MASALA (BBQ)",KGS,300,1
563,"BOMBAY BIRYANI MASALAH",PK,0,1
564,BULB,NOS,25,1
565,"VINEGAR- FAST FOOD (800 ML)",NOS,61,1
566,"JAIFAL & JAWATRI POWDER",KGS,2350,3
567,"CHEESE ESSENCE",BOTT,850,1
568,"CHICKEN (BROAST)",KGS,0,34
569,"CHICKEN (NECK)",KGS,100,34
570,"RAWAY MEDAY KA PARATHA",PCS,30,1
571,ICE,KGS,260,1
572,"DISPOSIBLE ICE CREAM GLASS",PCS,2,1
573,"PLASTIC PLUG",NOS,10,1
574,"WIRE CLAMP",NOS,0,1
575,"PIPE CLAMP",NOS,0,1
576,"HUCK (0.5 INCH)",NOS,0,1
577,BAND,NOS,0,1
578,"FANCY SHEET-4""",NOS,0,1
579,"GLASS BOARD",NOS,987.5,1
580,SCREW,NOS,0,1
581,"BIG BRUSH",NOS,110,1
582,"WIPER HANDILE",NOS,50,1
583,"MALMAL CLOTH",YARD,60,1
584,"GAS HUCK",NOS,0,1
585,"SALAD BAR 9 BOWL",NOS,1800,1
586,"SALAD PLATER (A ONE)",NOS,600,1
587,"RASHIAN SALAD PLATER",NOS,400,1
588,"CAKE (BIG)",NOS,120,1
589,"BEGHARAY BENGAN",KGS,125,1
590,"MIRCH KA SALAN",KGS,125,1
591,"PLASTIC BOTTLE",NOS,0,1
592,"MC-15 (RAITA/KHEER/CUSTRD BOWL)",NOS,5.25,31
593,"MC-40 (SALAN BOWL)",NOS,6.35,31
594,COAL,TON,900,1
595,SCRAPER,NOS,30,1
596,"WATER GUN",NOS,50,1
597,"DEBIT / CREDIT VOUCHERS",NOS,50,1
598,"SECURITY GARD UNIFORM",NOS,0,1
599,"PIPE- 1/2""",NOS,0,1
600,"VALVE 1/2"" INCH",NOS,0,1
601,"ELBOW 1/2"" INCH",NOS,0,1
602,"KEROSIN OIL",LTR,110,1
603,COLOUR,LTR,1760,1
604,MARKER,PCS,27.6,1
605,MUGGAN,NOS,0,1
606,SUHAGA,KGS,0,1
607,"SAGU DANA",KGS,100,1
608,CHUARA,KGS,120,1
609,"ELECTRICAL GOODS",NOS,1970,1
610,"SANITARY GOODS",NOS,0,1
611,"GENERAL ITEM",NOS,0,1
612,"KHATAEE POWDER",NOS,38,1
613,"KARAHI MASALA MURABBA JAT",NOS,0,1
614,"KARAHI GOODS",NOS,0,1
615,"CHICKEN TIKKA SENA",KGS,0,34
616,"JUICER PIYALI",NOS,200,1
617,"TALA (LOCK)",NOS,35,1
618,REGMALL,NOS,1,1
619,"BUTTER SMALL 250-G",NOS,110,1
620,"ENERGY SAVER 23W",NOS,210,1
621,"OPTICAL MOUSE",NOS,225,1
622,"CHICKEN (ORDER)",KGS,0,34
623,"DHANYA POWDER (NATIONAL)",NOS,77,3
624,"MATCH BOX",NOS,2.2,1
625,"PLUMBERING GOODS",NOS,0,1
626,"HARDWEAR GOODS",NOS,0,1
627,"PARSAL BOX- QTR",NOS,5,1
628,"SEARCH LIGHT",NOS,0,1
629,"SMALL KNIFE",NOS,100,1
630,"LARGE KNIFE",NOS,200,1
631,"KITCHEN GOODS",NOS,0,1
632,TILES,NOS,0,1
633,"TILE BORDER",NOS,0,1
634,"MUTTON RAAN",KGS,0,1
635,"MUTTON DIL",PCS,0,1
636,"MUTTON GURDAY",PCS,0,1
637,"T.P (32 A)",NOS,400,1
638,LEMAN,KGS,90,1
639,"PISTA ICE CREAM",PCS,80,30
641,"CHICKEN TIKKA (CHEST)",NOS,0,8
643,"CHICKEN CHEESE BROAST (Q)",NOS,160,28
645,"CHICHEN SPL KARAHI (H)",PLATE,350,16
646,"SPL CH WHITE KARAHI (H)",PLATE,400,16
647,"CHICKEN KTAKAT KARAHI (H)",PLATE,500,16
648,"CHICKEN SPL MAKHAN HANDI (H)",PLATE,450,16
649,"CHICKEN GARLIC MYO ROLL",NOS,90,29
650,"CHICKEN CRISPY MYO ROLL",NOS,100,29
651,"CHICKEN MALAI CHATNI ROLL",NOS,100,29
652,"BEEF KABAB ROLL",NOS,0,29
653,"CHOCOLATE CHIPS ICE CREAM",NOS,80,30
654,"PINEAPPLE ICE CREAM",NOS,80,30
655,"KOLFA ICE CREAM",NOS,80,30
656,"MUTTON KATAKAT HANDI (H)",PLATE,0,16
657,"MUTTON SPL KARAHI (F)",PLATE,0,16
658,HALEEM,PLATE,200,16
660,"BEEF BOTI ROLL",NOS,0,29
661,"PARATHA PURI",NOS,35,10
662,"STRAWBERRY ICE CREAM",NOS,80,30
663,"MANGO ICE CREAM",NOS,80,30
668,"CH SPL KARAHI (F)",PLATE,650,16
669,"MUTTON SPL KARAHI (H)",PLATE,0,16
670,"ZINGER BURGER MAYO GARLIC",PLATE,160,28
671,"CH PESHAWRI KARAHI (H)",PLATE,360,16
672,"CH GREEN HANDI (H)",PLATE,400,16
673,"CH MUGHLAI HANDI (H)",PLATE,450,16
